filename,dissimilarity,correlation,contrast,energy,homogeneity,ASM
foto1.png,8.344402784745695,0.5444541437144516,165.57138666972148,0.1387136247476821,0.3335293119711231,0.020513086946525618
foto1_sample_0_0.jpg,2.748815281531536,0.9324394960897404,21.325618433907618,0.10234709032730464,0.43890851503102507,0.010759329314935057
foto1_sample_0_1.jpg,2.7512386505623367,0.9192162826806735,23.57796541563775,0.10796219623189084,0.4643781187010713,0.01201559970887472
foto1_sample_0_2.jpg,3.0805804418957923,0.9065027195485716,30.716890354518792,0.13053764217034655,0.4647397442039733,0.01739199365297364
foto1_sample_0_3.jpg,2.318065896700037,0.932004723248026,17.31675746052974,0.17422525162144728,0.5056524393025144,0.030571150638467572
foto1_sample_1_0.jpg,3.2539403939071825,0.9227579359146519,28.74194743658118,0.1310434716640367,0.41146033145841016,0.017542711167530735
foto1_sample_1_1.jpg,3.518946697477086,0.8992472256993395,34.46194935453369,0.08896282148344413,0.39344689452363496,0.00820614262780188
foto1_sample_1_2.jpg,2.745681309627218,0.8830946125035454,25.599651534292306,0.19258359924757984,0.49373934761084426,0.03723571601609652
foto1_sample_1_3.jpg,2.88474105983594,0.9055024333237962,26.014446774731354,0.10966333024153761,0.4584570423283086,0.012365120455395987
foto1_sample_2_0.jpg,2.9995446488055095,0.9274301441541247,26.64129512943849,0.11634474116586181,0.4426768678797484,0.013960043919634514
foto1_sample_2_1.jpg,3.217112556248144,0.9009783432539296,31.038576473267593,0.10626690326333343,0.4197342616678261,0.011549147734232164
foto1_sample_2_2.jpg,3.43781791445998,0.9124016144945775,35.29070834691972,0.13431236828614992,0.4342899919279515,0.018420844985964326
foto1_sample_2_3.jpg,3.1198170253039805,0.9288030475615642,30.945514848707592,0.13783168093752965,0.457442957552453,0.019422865823765616
foto1_sample_3_0.jpg,2.6939103582161508,0.9363744523394645,23.847701969859383,0.14236749239344568,0.47987328287832365,0.020544380584405365
foto1_sample_3_1.jpg,3.172274002422924,0.9090160756284038,29.38016517729341,0.1151954693481083,0.4339150202855419,0.013608372970634887
foto1_sample_3_2.jpg,2.8679614751965885,0.9260603355765621,29.03470026556933,0.20909655374672864,0.5144549888860083,0.044118360012974256
foto1_sample_3_3.jpg,3.718286620041416,0.8976172558089667,42.76406570213732,0.13565540076013907,0.442671139573347,0.019003149481781372
foto2_sample_0_0.jpg,2.237803239037442,0.6979515362078915,10.497371729862753,0.10459259313901124,0.40397135860471467,0.011492856093411392
foto2_sample_0_1.jpg,2.5449701105627245,0.761508509486386,14.086629846899188,0.08568083995101224,0.3764442199309099,0.007743302006069391
foto2_sample_0_2.jpg,3.6133922941712124,0.690358529595318,25.48740957953528,0.06147804207637991,0.2824392145121197,0.004000482854291546
foto2_sample_0_3.jpg,3.4675893657483168,0.7188315719333792,25.501244897165734,0.06353384065158452,0.30726240337790317,0.0042820045812249
foto2_sample_1_0.jpg,3.138163183784894,0.7625194464058361,19.67793595414779,0.06428249787123388,0.317094791716024,0.0043923641254426165
foto2_sample_1_1.jpg,2.8451407860831854,0.7102766511520814,16.687101371377477,0.07863446354675388,0.3434330031366127,0.006521716394081871
foto2_sample_1_2.jpg,3.5348600979469325,0.7510014906680423,26.579411660616838,0.06338647729709107,0.30253122756091066,0.004252465905507886
foto2_sample_1_3.jpg,4.823759126424566,0.6641153522180038,48.576951127563014,0.049677433410020344,0.23964778839725986,0.002620709385096171
foto2_sample_2_0.jpg,3.533137203302923,0.6583176536694865,25.044396527154916,0.06574385577248278,0.29299172886195773,0.004553998118788282
foto2_sample_2_1.jpg,3.43437079625835,0.7200009546286642,24.190941390120212,0.06460975604299085,0.3010691136357248,0.004422569906522094
foto2_sample_2_2.jpg,4.856495806344357,0.7126585918432148,50.00511080657663,0.05043217716932736,0.2462266764940357,0.002722348152089431
